customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
CUST00987,210,10,83987.64,2,4,4,10,Champions
CUST00988,331,14,104114.86,2,4,4,10,Champions
CUST00989,281,5,64221.86,2,2,4,8,Loyal
CUST00990,192,8,66422.83,3,4,4,11,Champions
CUST00991,103,8,43501.82,3,4,2,9,Loyal
CUST00992,86,4,9222.09,4,1,1,6,At Risk
CUST00993,195,4,25920.62,3,1,1,5,Dormant
CUST00994,324,3,34721.71,2,1,2,5,Dormant
CUST00995,269,6,53188.3,2,2,3,7,At Risk
CUST00996,264,4,40791.18,2,1,2,5,Dormant
CUST00997,31,4,26377.16,4,1,1,6,At Risk
CUST00998,284,2,12171.66,2,1,1,4,Dormant
CUST00999,15,12,57493.89,4,4,3,11,Champions
CUST01000,86,8,71735.77,4,4,4,12,Champions
CUST01001,31,9,70078.54,4,4,4,12,Champions
CUST01002,137,2,10991.57,3,1,1,5,Dormant
CUST01003,67,6,50252.45,4,2,3,9,Loyal
CUST01004,333,6,23908.239999999998,2,2,1,5,Dormant
CUST01005,254,6,39596.91,2,2,2,6,At Risk
CUST01006,276,1,13677.09,2,1,1,4,Dormant
CUST01007,650,7,45618.18,1,3,3,7,At Risk
CUST01008,45,8,54742.61,4,4,3,11,Champions
CUST01009,363,9,55440.1,1,4,3,8,Loyal
CUST01010,385,8,47698.54,1,4,3,8,Loyal
CUST01011,320,7,48476.619999999995,2,3,3,8,Loyal
CUST01012,223,4,32558.95,2,1,2,5,Dormant
CUST01013,487,5,37418.46,1,2,2,5,Dormant
CUST01014,449,11,68308.91,1,4,4,9,Loyal
CUST01015,37,14,79279.86,4,4,4,12,Champions
CUST01016,392,4,27614.78,1,1,1,3,Dormant
CUST01017,174,7,50748.020000000004,3,3,3,9,Loyal
CUST01018,294,5,34557.05,2,2,2,6,At Risk
CUST01019,231,10,69632.39,2,4,4,10,Champions
CUST01020,88,7,50198.33,4,3,3,10,Champions
CUST01021,393,5,32113.95,1,2,2,5,Dormant
CUST01022,73,8,80773.53,4,4,4,12,Champions
CUST01023,50,10,83415.59,4,4,4,12,Champions
CUST01024,218,6,28797.56,2,2,1,5,Dormant
CUST01025,66,9,50780.74,4,4,3,11,Champions
CUST01026,443,3,23516.02,1,1,1,3,Dormant
CUST01027,249,5,24659.23,2,2,1,5,Dormant
CUST01028,140,8,68108.58,3,4,4,11,Champions
CUST01029,67,8,32296.5,4,4,2,10,Champions
CUST01030,403,10,74670.49,1,4,4,9,Loyal
CUST01031,271,6,51554.18,2,2,3,7,At Risk
CUST01032,663,5,18807.92,1,2,1,4,Dormant
CUST01033,23,6,52302.09,4,2,3,9,Loyal
CUST01034,402,9,43890.72,1,4,2,7,At Risk
CUST01035,474,6,38648.82,1,2,2,5,Dormant
CUST01036,412,9,48472.009999999995,1,4,3,8,Loyal
CUST01037,278,16,125575.32,2,4,4,10,Champions
CUST01038,435,9,66059.34,1,4,4,9,Loyal
CUST01039,38,6,64139.55,4,2,4,10,Champions
CUST01040,314,7,63865.7,2,3,4,9,Loyal
CUST01041,186,9,48291.28,3,4,3,10,Champions
CUST01042,431,5,38067.31,1,2,2,5,Dormant
CUST01043,58,7,60324.22,4,3,3,10,Champions
CUST01044,8,7,49663.28,4,3,3,10,Champions
CUST01045,548,3,13465.16,1,1,1,3,Dormant
CUST01046,7,6,23994.03,4,2,1,7,At Risk
CUST01047,263,8,65126.66,2,4,4,10,Champions
CUST01048,589,4,26895.2,1,1,1,3,Dormant
CUST01049,470,11,94884.93,1,4,4,9,Loyal
CUST01050,334,3,14822.609999999999,2,1,1,4,Dormant
CUST01051,33,7,64671.18,4,3,4,11,Champions
CUST01052,373,4,41477.68,1,1,2,4,Dormant
CUST01053,122,9,68738.23999999999,3,4,4,11,Champions
CUST01054,186,6,51944.16,3,2,3,8,Loyal
CUST01055,258,6,64225.16,2,2,4,8,Loyal
CUST01056,437,5,62153.270000000004,1,2,3,6,At Risk
CUST01057,34,5,41897.92,4,2,2,8,Loyal
CUST01058,167,5,63579.1,3,2,4,9,Loyal
CUST01059,180,10,126512.42,3,4,4,11,Champions
CUST01060,85,8,33102.35,4,4,2,10,Champions
CUST01061,77,7,47074.36,4,3,3,10,Champions
CUST01062,390,6,42211.33,1,2,2,5,Dormant
CUST01063,314,9,70283.12,2,4,4,10,Champions
CUST01064,87,6,72007.49,4,2,4,10,Champions
CUST01065,61,7,50808.56,4,3,3,10,Champions
CUST01066,346,7,83042.55,1,3,4,8,Loyal
CUST01067,154,7,29182.55,3,3,1,7,At Risk
CUST01068,146,7,44182.89,3,3,3,9,Loyal
CUST01069,94,3,9964.66,4,1,1,6,At Risk
CUST01070,33,6,33813.590000000004,4,2,2,8,Loyal
CUST01071,341,6,25262.68,1,2,1,4,Dormant
CUST01072,126,5,25497.03,3,2,1,6,At Risk
CUST01073,120,8,78274.86,3,4,4,11,Champions
CUST01074,98,5,38643.33,3,2,2,7,At Risk
CUST01075,313,7,109508.84,2,3,4,9,Loyal
CUST01076,79,6,44079.58,4,2,3,9,Loyal
CUST01077,39,3,15576.03,4,1,1,6,At Risk
CUST01078,136,6,24801.63,3,2,1,6,At Risk
CUST01079,181,4,42967.54,3,1,2,6,At Risk
CUST01080,62,7,64657.39000000001,4,3,4,11,Champions
CUST01081,43,8,66068.51,4,4,4,12,Champions
CUST01082,129,6,60952.08,3,2,3,8,Loyal
CUST01083,76,11,81037.3,4,4,4,12,Champions
CUST01084,15,6,30446.54,4,2,1,7,At Risk
CUST01085,381,7,75362.55,1,3,4,8,Loyal
CUST01086,336,5,56582.63,2,2,3,7,At Risk
CUST01087,361,7,44037.83,1,3,2,6,At Risk
CUST01088,528,5,30377.859999999997,1,2,1,4,Dormant
CUST01089,363,3,7582.8099999999995,1,1,1,3,Dormant
CUST01090,332,5,14105.13,2,2,1,5,Dormant
CUST01091,274,7,34479.49,2,3,2,7,At Risk
CUST01092,252,4,46973.48,2,1,3,6,At Risk
CUST01093,129,4,37720.88,3,1,2,6,At Risk
CUST01094,20,8,54908.770000000004,4,4,3,11,Champions
CUST01095,32,3,13243.259999999998,4,1,1,6,At Risk
CUST01096,34,7,33991.25,4,3,2,9,Loyal
CUST01097,111,8,59209.770000000004,3,4,3,10,Champions
CUST01098,22,9,43349.19,4,4,2,10,Champions
CUST01099,303,5,40325.31,2,2,2,6,At Risk
CUST01100,342,8,61305.12,1,4,3,8,Loyal
CUST01101,82,8,59594.880000000005,4,4,3,11,Champions
CUST01102,76,2,9008.880000000001,4,1,1,6,At Risk
CUST01103,553,4,29834.52,1,1,1,3,Dormant
CUST01104,96,6,69204.5,3,2,4,9,Loyal
CUST01105,363,3,21851.37,1,1,1,3,Dormant
CUST01106,300,6,30854.77,2,2,2,6,At Risk
CUST01107,45,10,65290.48,4,4,4,12,Champions
CUST01108,96,7,20488.989999999998,3,3,1,7,At Risk
CUST01109,36,12,96448.48,4,4,4,12,Champions
CUST01110,324,3,33752.79,2,1,2,5,Dormant
CUST01111,147,4,20549.6,3,1,1,5,Dormant
CUST01112,162,4,17123.37,3,1,1,5,Dormant
CUST01113,399,6,49662.75,1,2,3,6,At Risk
CUST01114,365,9,55430.89,1,4,3,8,Loyal
CUST01115,38,5,44560.49,4,2,3,9,Loyal
CUST01116,96,5,31618.33,3,2,2,7,At Risk
CUST01117,395,7,36016.41,1,3,2,6,At Risk
CUST01118,133,4,25050.379999999997,3,1,1,5,Dormant
CUST01119,147,7,54013.61,3,3,3,9,Loyal
CUST01120,155,3,20191.12,3,1,1,5,Dormant
CUST01121,143,8,39758.34,3,4,2,9,Loyal
CUST01122,92,9,32397.370000000003,4,4,2,10,Champions
CUST01123,159,7,91901.70999999999,3,3,4,10,Champions
CUST01124,332,6,37835.13,2,2,2,6,At Risk
CUST01125,35,5,30800.91,4,2,2,8,Loyal
CUST01126,235,5,41828.39,2,2,2,6,At Risk
CUST01127,64,7,30806.89,4,3,2,9,Loyal
CUST01128,291,5,27665.27,2,2,1,5,Dormant
CUST01129,201,7,44398.86,3,3,3,9,Loyal
CUST01130,15,6,38184.88,4,2,2,8,Loyal
CUST01131,414,9,85017.26,1,4,4,9,Loyal
CUST01132,132,6,31078.8,3,2,2,7,At Risk
CUST01133,95,10,71997.14,3,4,4,11,Champions
CUST01134,126,6,32724.42,3,2,2,7,At Risk
CUST01135,124,4,53727.69,3,1,3,7,At Risk
CUST01136,62,8,57425.95,4,4,3,11,Champions
CUST01137,253,6,17711.75,2,2,1,5,Dormant
CUST01138,456,8,59014.33,1,4,3,8,Loyal
CUST01139,90,7,49830.64,4,3,3,10,Champions
CUST01140,61,4,22086.29,4,1,1,6,At Risk
CUST01141,378,4,22472.46,1,1,1,3,Dormant
CUST01142,126,5,30574.899999999998,3,2,2,7,At Risk
CUST01143,24,4,25667.489999999998,4,1,1,6,At Risk
CUST01144,344,7,48112.1,1,3,3,7,At Risk
CUST01145,407,9,58262.229999999996,1,4,3,8,Loyal
CUST01146,68,14,99896.3,4,4,4,12,Champions
CUST01147,222,4,43887.67,2,1,2,5,Dormant
CUST01148,325,5,61958.39,2,2,3,7,At Risk
CUST01149,215,9,33593.659999999996,2,4,2,8,Loyal
CUST01150,200,3,21783.32,3,1,1,5,Dormant
CUST01151,116,10,42855.759999999995,3,4,2,9,Loyal
CUST01152,176,7,32379.17,3,3,2,8,Loyal
CUST01153,387,4,34628.62,1,1,2,4,Dormant
CUST01154,245,10,78667.06,2,4,4,10,Champions
CUST01155,324,5,48287.82000000001,2,2,3,7,At Risk
CUST01156,26,5,19240.5,4,2,1,7,At Risk
CUST01157,390,5,18876.73,1,2,1,4,Dormant
CUST01158,38,9,111835.86,4,4,4,12,Champions
CUST01159,449,8,42969.15,1,4,2,7,At Risk
CUST01160,622,1,9391.84,1,1,1,3,Dormant
CUST01161,113,7,76376.47,3,3,4,10,Champions
CUST01162,436,5,29954.089999999997,1,2,1,4,Dormant
CUST01163,536,4,30872.45,1,1,2,4,Dormant
CUST01164,120,7,27888.43,3,3,1,7,At Risk
CUST01165,103,12,74479.67,3,4,4,11,Champions
CUST01166,236,5,28657.11,2,2,1,5,Dormant
CUST01167,269,4,38410.64,2,1,2,5,Dormant
CUST01168,328,6,64272.770000000004,2,2,4,8,Loyal
CUST01169,537,9,83382.28,1,4,4,9,Loyal
CUST01170,381,3,23616.879999999997,1,1,1,3,Dormant
CUST01171,542,4,23642.07,1,1,1,3,Dormant
CUST01172,368,6,27104.019999999997,1,2,1,4,Dormant
CUST01173,75,9,51690.74,4,4,3,11,Champions
CUST01174,197,7,45182.4,3,3,3,9,Loyal
CUST01175,218,6,44857.270000000004,2,2,3,7,At Risk
CUST01176,247,7,43764.299999999996,2,3,2,7,At Risk
CUST01177,31,8,67388.26,4,4,4,12,Champions
CUST01178,163,13,99754.42,3,4,4,11,Champions
CUST01179,109,7,66559.55,3,3,4,10,Champions
CUST01180,175,11,138862.99000000002,3,4,4,11,Champions
CUST01181,82,9,50497.72,4,4,3,11,Champions
CUST01182,123,6,25308.18,3,2,1,6,At Risk
CUST01183,250,6,54795.32,2,2,3,7,At Risk
CUST01184,27,5,33304.01,4,2,2,8,Loyal
CUST01185,270,5,33680.04,2,2,2,6,At Risk
CUST01186,78,5,34154.83,4,2,2,8,Loyal
CUST01187,142,2,9217.01,3,1,1,5,Dormant
CUST01188,233,11,99921.47,2,4,4,10,Champions
CUST01189,551,10,71870.22,1,4,4,9,Loyal
CUST01190,128,7,43663.35,3,3,2,8,Loyal
CUST01191,373,5,32454.07,1,2,2,5,Dormant
CUST01192,238,6,33464.240000000005,2,2,2,6,At Risk
CUST01193,33,7,67959.44,4,3,4,11,Champions
CUST01194,443,9,77338.94,1,4,4,9,Loyal
CUST01195,40,7,33933.59,4,3,2,9,Loyal
CUST01196,376,7,40037.979999999996,1,3,2,6,At Risk
CUST01197,561,7,44509.1,1,3,3,7,At Risk
CUST01198,334,3,39722.44,2,1,2,5,Dormant
CUST01199,253,11,61554.25,2,4,3,9,Loyal
CUST01200,39,7,59663.14,4,3,3,10,Champions
